zenith	1896	3586	1548
zenith	1897	4713	1563
zenith	1898	5330	1649
zenith	1899	5688	1882
zenith	1900	4041	1912
zenith	1901	3750	1807
zenith	1902	4623	1938
zenith	1903	3515	1782
zenith	1904	3610	2040
zenith	1905	3754	1952
zenith	1906	4617	2066
zenith	1907	3739	2078
zenith	1908	4761	2094
zenith	1909	3575	1821
zenith	1910	4684	2014
zenith	1911	4352	1954
zenith	1912	3747	2012
zenith	1913	3824	1930
zenith	1914	3440	1860
zenith	1915	3147	1701
zenith	1916	3752	1507
zenith	1917	3017	1556
zenith	1918	3694	1322
zenith	1919	3167	1540
zenith	1920	3935	1964
zenith	1921	2886	1563
zenith	1922	3975	1892
zenith	1923	3658	1728
zenith	1924	2790	1543
zenith	1925	3003	1612
zenith	1926	3610	1521
zenith	1927	3293	1677
zenith	1928	3359	1663
zenith	1929	3177	1610
zenith	1930	3409	1616
zenith	1931	3550	1579
zenith	1932	2313	1287
zenith	1933	2126	1217
zenith	1934	2773	1299
zenith	1935	3384	1540
zenith	1936	3110	1526
zenith	1937	2661	1339
zenith	1938	3622	1441
zenith	1939	2858	1388
zenith	1940	3108	1243
zenith	1941	3140	1155
zenith	1942	3131	1049
zenith	1943	2251	936
zenith	1944	2810	995
zenith	1945	2117	899
zenith	1946	2773	1381
zenith	1947	2946	1571
zenith	1948	3655	1641
zenith	1949	3564	1760
zenith	1950	3553	1646
zenith	1951	3951	1662
zenith	1952	3632	1598
zenith	1953	3222	1660
zenith	1954	4071	1666
zenith	1955	4280	1711
zenith	1956	4084	1852
zenith	1957	5089	2108
zenith	1958	5222	1977
zenith	1959	5295	2051
zenith	1960	5223	2313
zenith	1961	7537	2572
zenith	1962	6986	2784
zenith	1963	6728	3095
zenith	1964	7349	3028
zenith	1965	8055	3257
zenith	1966	8579	3575
zenith	1967	7747	3644
zenith	1968	8304	4130
zenith	1969	8724	3819
zenith	1970	8080	4029
zenith	1971	7933	3809
zenith	1972	7717	3994
zenith	1973	7260	3763
zenith	1974	7878	3588
zenith	1975	8153	3673
zenith	1976	7416	3642
zenith	1977	7515	3665
zenith	1978	7498	3663
zenith	1979	7118	3779
zenith	1980	8686	3814
zenith	1981	7327	3632
zenith	1982	8295	3794
zenith	1983	7842	3913
zenith	1984	6947	3918
zenith	1985	9118	4189
zenith	1986	8742	4330
zenith	1987	8491	4349
zenith	1988	9018	4568
zenith	1989	9960	4829
zenith	1990	9933	4999
zenith	1991	10292	4809
zenith	1992	11307	5545
zenith	1993	10440	5255
zenith	1994	11502	5503
zenith	1995	10606	5579
zenith	1996	12158	6152
zenith	1997	11350	5966
zenith	1998	12276	6335
zenith	1999	12384	6801
zenith	2000	14492	7882
zenith	2001	16238	7664
zenith	2002	16046	8245
zenith	2003	18381	9256
zenith	2004	19957	10494
zenith	2005	18195	9794
zenith	2006	20835	11122
zenith	2007	23746	12530
zenith	2008	33901	19063
zooplankton	1899	14	2
zooplankton	1902	1	1
zooplankton	1903	26	3
zooplankton	1905	1	1
zooplankton	1906	5	1
zooplankton	1908	39	3
zooplankton	1910	8	3
zooplankton	1911	10	3
zooplankton	1912	21	4
zooplankton	1913	2	2
zooplankton	1914	9	3
zooplankton	1915	3	3
zooplankton	1916	3	3
zooplankton	1917	1	1
zooplankton	1918	2	2
zooplankton	1919	13	6
zooplankton	1920	4	2
zooplankton	1921	2	2
zooplankton	1922	12	4
zooplankton	1923	6	2
zooplankton	1924	18	4
zooplankton	1925	8	2
zooplankton	1926	74	3
zooplankton	1927	33	10
zooplankton	1928	64	18
zooplankton	1929	76	8
zooplankton	1930	11	8
zooplankton	1931	18	8
zooplankton	1932	5	4
zooplankton	1933	353	13
zooplankton	1934	71	7
zooplankton	1935	352	18
zooplankton	1936	138	16
zooplankton	1937	343	24
zooplankton	1938	544	16
zooplankton	1939	214	24
zooplankton	1940	223	20
zooplankton	1941	175	13
zooplankton	1942	722	20
zooplankton	1943	215	16
zooplankton	1944	87	9
zooplankton	1945	49	12
zooplankton	1946	111	14
zooplankton	1947	268	22
zooplankton	1948	220	28
zooplankton	1949	503	28
zooplankton	1950	102	23
zooplankton	1951	159	31
zooplankton	1952	198	43
zooplankton	1953	473	43
zooplankton	1954	433	56
zooplankton	1955	484	44
zooplankton	1956	666	60
zooplankton	1957	944	55
zooplankton	1958	621	65
zooplankton	1959	878	69
zooplankton	1960	554	74
zooplankton	1961	749	80
zooplankton	1962	832	99
zooplankton	1963	2596	136
zooplankton	1964	774	113
zooplankton	1965	1011	129
zooplankton	1966	2543	187
zooplankton	1967	1660	170
zooplankton	1968	1542	211
zooplankton	1969	1454	172
zooplankton	1970	1956	247
zooplankton	1971	4670	327
zooplankton	1972	5188	347
zooplankton	1973	5465	439
zooplankton	1974	3210	350
zooplankton	1975	4802	409
zooplankton	1976	5197	372
zooplankton	1977	5132	367
zooplankton	1978	6542	378
zooplankton	1979	4926	404
zooplankton	1980	5729	438
zooplankton	1981	4555	386
zooplankton	1982	7642	445
zooplankton	1983	9963	484
zooplankton	1984	9655	442
zooplankton	1985	6034	467
zooplankton	1986	8125	500
zooplankton	1987	7693	461
zooplankton	1988	9190	522
zooplankton	1989	8339	531
zooplankton	1990	9367	651
zooplankton	1991	7639	601
zooplankton	1992	8724	673
zooplankton	1993	8031	654
zooplankton	1994	10173	612
zooplankton	1995	9098	667
zooplankton	1996	7328	631
zooplankton	1997	7119	715
zooplankton	1998	10041	815
zooplankton	1999	9182	735
zooplankton	2000	7167	802
zooplankton	2001	10421	785
zooplankton	2002	12050	832
zooplankton	2003	8289	784
zooplankton	2004	10513	823
zooplankton	2005	15686	945
zooplankton	2006	11466	927
zooplankton	2007	11604	900
zooplankton	2008	7943	795
